         472639 function calls (450277 primitive calls) in 1.746 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 function.py:181(MethodValue)
       23    0.000    0.000    0.000    0.000 traitlets.py:2554(subclass_init)
        3    0.000    0.000    0.000    0.000 lexer.py:420(using)
        1    0.000    0.000    0.000    0.000 lexer.py:498(RegexLexerMeta)
       10    0.000    0.000    0.000    0.000 minidom.py:645(__init__)
        2    0.000    0.000    0.000    0.000 classes.py:79(<genexpr>)
        1    0.000    0.000    0.000    0.000 context.py:311(ModuleContext)
        5    0.000    0.000    0.000    0.000 inspect.py:505(isbuiltin)
        1    0.000    0.000    0.000    0.000 handlers.py:1093(NTEventLogHandler)
        1    0.000    0.000    0.000    0.000 loader.py:470(ConfigLoader)
        1    0.000    0.000    0.000    0.000 encoding.py:38(getdefaultencoding)
        4    0.000    0.000    0.000    0.000 magic.py:264(no_var_expand)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:567(TransformerManager)
        2    0.000    0.000    0.000    0.000 _parser.py:1015(addgroup)
        1    0.000    0.000    0.000    0.000 traitlets.py:3171(Enum)
        1    0.000    0.000    0.000    0.000 handlers.py:525(SocketHandler)
        1    0.000    0.000    0.000    0.000 prefilter.py:567(MacroHandler)
       14    0.000    0.000    0.000    0.000 expatbuilder.py:714(_initNamespaces)
        1    0.000    0.000    0.000    0.000 frame.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:201(_is_param_expr)
        1    0.000    0.000    0.000    0.000 threading.py:1516(_register_atexit)
        5    0.000    0.000    0.000    0.000 __init__.py:1267(__init__)
        1    0.000    0.000    0.000    0.000 config.py:495(DictConfigurator)
        1    0.000    0.000    0.000    0.000 PyColorize.py:176(Parser)
        1    0.000    0.000    0.000    0.000 history.py:29(History)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:256(DOMInputSource)
        1    0.000    0.000    0.000    0.000 nested.py:19(NestedCompleter)
        1    0.000    0.000    0.000    0.000 menus.py:35(MenuContainer)
        1    0.000    0.000    0.000    0.000 tree.py:145(_LeafWithoutNewlines)
        1    0.000    0.000    0.000    0.000 base.py:94(PipeInput)
        1    0.000    0.000    0.000    0.000 renderer.py:329(Renderer)
        1    0.000    0.000    0.000    0.000 containers.py:735(FloatContainer)
        1    0.000    0.000    0.000    0.000 value.py:291(CompiledModule)
        1    0.000    0.000    0.000    0.000 imports.py:153(Importer)
        1    0.000    0.000    0.000    0.000 typing.py:243(TypeAlias)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 pretty.py:193(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 minidom.py:327(DocumentFragment)
        1    0.000    0.000    0.000    0.000 filters.py:169(_FunctionExecutionFilter)
        1    0.000    0.000    0.000    0.000 base.py:373(BaseTypingValue)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 packer.py:108(<listcomp>)
        1    0.000    0.000    0.000    0.000 traitlets.py:2394(Union)
        1    0.000    0.000    0.000    0.000 logger.py:26(Logger)
        1    0.000    0.000    0.000    0.000 grammar_parser.py:14(NFAArc)
       13    0.000    0.000    0.000    0.000 lexer.py:478(__init__)
        1    0.000    0.000    0.000    0.000 application.py:1425(_CombinedRegistry)
        1    0.000    0.000    0.000    0.000 cache.py:86(__init__)
       13    0.000    0.000    0.000    0.000 minidom.py:1033(_set_data)
        1    0.000    0.000    0.000    0.000 history.py:219(InMemoryHistory)
        2    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 typing.py:396(OverloadFunction)
        1    0.000    0.000    0.000    0.000 enum.py:652(<listcomp>)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        2    0.000    0.000    0.000    0.000 main.py:756(__init__)
        2    0.000    0.000    0.000    0.000 basevalidators.py:511(perform_replacemenet)
        1    0.000    0.000    0.000    0.000 traitlets.py:891(_CallbackWrapper)
        1    0.000    0.000    0.000    0.000 lexer.py:762(LexerContext)
        1    0.000    0.000    0.000    0.000 buffer.py:66(CompletionState)
        1    0.000    0.000    0.000    0.000 minidom.py:951(Childless)
        1    0.000    0.000    0.000    0.000 base.py:898(Checkbox)
        1    0.000    0.000    0.000    0.000 execution.py:57(TimeitResult)
        1    0.000    0.000    0.000    0.000 basic.py:597(AsyncMagics)
        2    0.000    0.000    0.000    0.000 _utils.py:46(plotly_cdn_url)
        1    0.000    0.000    0.000    0.000 weakref.py:289(update)
        9    0.000    0.000    0.000    0.000 _function_base_impl.py:5621(_append_dispatcher)
        1    0.000    0.000    0.000    0.000 traitlets.py:3573(List)
        1    0.000    0.000    0.000    0.000 basevalidators.py:2548(CompoundArrayValidator)
        4    0.000    0.000    0.000    0.000 coloransi.py:158(add_scheme)
        1    0.000    0.000    0.000    0.000 terminal256.py:98(Terminal256Formatter)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:208(ArgDecorator)
        1    0.000    0.000    0.000    0.000 base.py:35(Clipboard)
        1    0.000    0.000    0.000    0.000 processors.py:80(TransformationInput)
        1    0.000    0.000    0.000    0.000 __init__.py:118(InferenceStateSubprocess)
        1    0.000    0.000    0.000    0.000 __init__.py:48(Binding)
        6    0.000    0.000    0.000    0.000 <frozen zipimport>:361(_is_dir)
       16    0.000    0.000    0.000    0.000 state.py:235(pending)
        1    0.000    0.000    0.000    0.000 traitlets.py:2153(info)
        1    0.000    0.000    0.000    0.000 utils.py:133(<setcomp>)
        1    0.000    0.000    0.000    0.000 diff.py:250(DiffParser)
        1    0.000    0.000    0.000    0.000 interpreter.py:48(MixedModuleContext)
        1    0.000    0.000    0.000    0.000 ptutils.py:93(IPythonPTCompleter)
        8    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
       15    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 pydoc.py:1187(__init__)
        1    0.000    0.000    0.000    0.000 pretty.py:572(RawStringLiteral)
        7    0.000    0.000    0.000    0.000 base_value.py:554(iterator_to_value_set)
        1    0.000    0.000    0.000    0.000 lazy_value.py:38(LazyTreeValue)
        1    0.000    0.000    0.000    0.000 klass.py:57(ClassName)
        4    0.000    0.000    0.000    0.000 arguments.py:38(repack_with_argument_clinic)
        1    0.000    0.000    0.000    0.000 traitlets.py:3713(Tuple)
        1    0.000    0.000    0.000    0.000 validator_cache.py:5(ValidatorCache)
        1    0.000    0.000    0.000    0.000 text.py:26(LSString)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:237(MagicAssign)
        1    0.000    0.000    0.000    0.000 names.py:109(AbstractTreeName)
        1    0.000    0.000    0.000    0.000 filters.py:129(ParserTreeFilter)
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
        8    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
       11    0.000    0.000    0.000    0.000 typing.py:2928(<listcomp>)
        1    0.000    0.000    0.000    0.000 _version.py:16(<listcomp>)
        1    0.000    0.000    0.000    0.000 traitlets.py:2483(Any)
        1    0.000    0.000    0.000    0.000 display.py:303(YouTubeVideo)
        1    0.000    0.000    0.000    0.000 capture.py:62(CapturedIO)
        1    0.000    0.000    0.000    0.000 stdlib.py:472(PartialObject)
        1    0.000    0.000    0.000    0.000 basedatatypes.py:5935(BaseTraceHierarchyType)
        1    0.000    0.000    0.000    0.000 magic.py:525(Magics)
        1    0.000    0.000    0.000    0.000 minicompat.py:50(NodeList)
       13    0.000    0.000    0.000    0.000 minidom.py:1031(_get_data)
        1    0.000    0.000    0.000    0.000 history.py:261(FileHistory)
        1    0.000    0.000    0.000    0.000 containers.py:1319(ScrollOffsets)
        5    0.000    0.000    0.000    0.000 __init__.py:795(__init__)
        1    0.000    0.000    0.000    0.000 dimension.py:42(__init__)
        1    0.000    0.000    0.000    0.000 display.py:564(JSON)
        1    0.000    0.000    0.000    0.000 pretty.py:532(CallExpression)
        1    0.000    0.000    0.000    0.000 key_processor.py:42(__init__)
        1    0.000    0.000    0.000    0.000 table_zero.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:855(InternalSubsetExtractor)
        1    0.000    0.000    0.000    0.000 filters.py:24(AbstractFilter)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:962(create_module)
        1    0.000    0.000    0.000    0.000 controls.py:250(FormattedTextControl)
        1    0.000    0.000    0.000    0.000 toolbars.py:263(_CompletionsToolbarControl)
        1    0.000    0.000    0.000    0.000 names.py:624(NameWrapper)
       11    0.000    0.000    0.000    0.000 {function Config.__getitem__ at 0x0000010471EC27A0}
        4    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        6    0.000    0.000    0.000    0.000 enum.py:444(<genexpr>)
        1    0.000    0.000    0.000    0.000 current.py:24(AppSession)
        1    0.000    0.000    0.000    0.000 utils.py:45(Event)
        1    0.000    0.000    0.000    0.000 scrollable_pane.py:19(ScrollablePane)
        3    0.000    0.000    0.000    0.000 _nticks.py:4(NticksValidator)
        1    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 core.py:181(Options)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:269(SystemAssign)
        1    0.000    0.000    0.000    0.000 dir2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:1018(CharacterData)
        1    0.000    0.000    0.000    0.000 base.py:951(ProgressBar)
        1    0.000    0.000    0.000    0.000 traitlets.py:3293(FuzzyEnum)
        1    0.000    0.000    0.000    0.000 argparse.py:1650(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 coloransi.py:175(<listcomp>)
        1    0.000    0.000    0.000    0.000 formatters.py:238(FormatterABC)
        1    0.000    0.000    0.000    0.000 base.py:9(Filter)
        1    0.000    0.000    0.000    0.000 django.py:215(get_metaclass_signatures)
        5    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 enum.py:794(__iter__)
        1    0.000    0.000    0.000    0.000 argparse.py:1340(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:1265(FileType)
        6    0.000    0.000    0.000    0.000 loader.py:242(_ensure_subconfig)
        1    0.000    0.000    0.000    0.000 argparse.py:927(_StoreAction)
        1    0.000    0.000    0.000    0.000 pydoc.py:1947(<listcomp>)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:53(AutoSuggest)
        1    0.000    0.000    0.000    0.000 file_io.py:60(FileIOFolderMixin)
        1    0.000    0.000    0.000    0.000 completer.py:489(Completion)
        1    0.000    0.000    0.000    0.000 tree.py:534(Function)
        1    0.000    0.000    0.000    0.000 base_value.py:370(ContextualizedNode)
        1    0.000    0.000    0.000    0.000 parse.py:817(__getattr__)
        2    0.000    0.000    0.000    0.000 basedatatypes.py:1800(_normalize_trace_indexes)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 text.py:87(SList)
        1    0.000    0.000    0.000    0.000 display.py:274(DisplayObject)
        1    0.000    0.000    0.000    0.000 base.py:153(Completer)
        1    0.000    0.000    0.000    0.000 deduplicate.py:12(DeduplicateCompleter)
        1    0.000    0.000    0.000    0.000 pygments.py:143(PygmentsLexer)
        1    0.000    0.000    0.000    0.000 tree.py:474(ErrorLeaf)
        1    0.000    0.000    0.000    0.000 signature.py:38(AbstractSignature)
        1    0.000    0.000    0.000    0.000 context.py:349(NamespaceContext)
        1    0.000    0.000    0.000    0.000 dynamic_arrays.py:197(ListModification)
        3    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 six.py:874(__prepare__)
        1    0.000    0.000    0.000    0.000 traitlets.py:2018(Type)
        1    0.000    0.000    0.000    0.000 basevalidators.py:2438(CompoundValidator)
        1    0.000    0.000    0.000    0.000 autocall.py:31(IPyAutocall)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:151(PtkHistoryAdapter)
        4    0.000    0.000    0.000    0.000 cache.py:109(memoized)
        1    0.000    0.000    0.000    0.000 base.py:140(_OrList)
        1    0.000    0.000    0.000    0.000 grammar.py:212(PythonGrammar)
        1    0.000    0.000    0.000    0.000 typing.py:301(Tuple)
        6    0.000    0.000    0.000    0.000 functools.py:972(__set_name__)
        1    0.000    0.000    0.000    0.000 six.py:861(metaclass)
        6    0.000    0.000    0.000    0.000 magic.py:131(validate_type)
        1    0.000    0.000    0.000    0.000 style.py:359(_MergedStyle)
        1    0.000    0.000    0.000    0.000 cursor_shapes.py:42(CursorShapeConfig)
        1    0.000    0.000    0.000    0.000 tree.py:643(Lambda)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:12(Options)
        1    0.000    0.000    0.000    0.000 base.py:108(DummyInput)
        1    0.000    0.000    0.000    0.000 minidom.py:992(ProcessingInstruction)
        1    0.000    0.000    0.000    0.000 base.py:324(Label)
        2    0.000    0.000    0.000    0.000 recursion.py:79(decorator)
        1    0.000    0.000    0.000    0.000 filters.py:208(GlobalNameFilter)
        3    0.000    0.000    0.000    0.000 flow_analysis.py:11(__init__)
        3    0.000    0.000    0.000    0.000 _range.py:4(RangeValidator)
        9    0.000    0.000    0.000    0.000 main.py:463(<lambda>)
        9    0.000    0.000    0.000    0.000 argparse.py:675(_get_default_metavar_for_positional)
        2    0.000    0.000    0.000    0.000 python.py:85(fstring_rules)
        1    0.000    0.000    0.000    0.000 events.py:19(EventManager)
        1    0.000    0.000    0.000    0.000 base_value.py:361(TreeValue)
        1    0.000    0.000    0.000    0.000 basevalidators.py:975(StringValidator)
        1    0.000    0.000    0.000    0.000 document.py:48(_ImmutableLineList)
